text,seed_examples
It has been difficult to make friends with many people.,"['Sometimes fate or God helps me.', 'It is difficult for me to make friends', 'There have been times when I felt inferior to most of the people I knew.', 'Compared to others of your same age and sex, how is your health?', 'How often do you achieve the important goals you have set for yourself?']"
I have experienced many life changes and changes in my life.,"['Sometimes fate or God helps me.', 'It is difficult for me to make friends', 'There have been times when I felt inferior to most of the people I knew.', 'Compared to others of your same age and sex, how is your health?', 'How often do you achieve the important goals you have set for yourself?']"
My body is strong.,"['My body seems to resist physical illness very well.', 'Things will not work out the way I want them to in the future.', 'How often do you feel sad?', 'I will always be secure with who I am.', 'For me, life has been a continuous process of learning, changing, and growth.']"
I feel happy about my work.,"['My body seems to resist physical illness very well.', 'Things will not work out the way I want them to in the future.', 'How often do you feel sad?', 'I will always be secure with who I am.', 'For me, life has been a continuous process of learning, changing, and growth.']"
I feel happy.,"['My body seems to resist physical illness very well.', 'Things will not work out the way I want them to in the future.', 'How often do you feel sad?', 'I will always be secure with who I am.', 'For me, life has been a continuous process of learning, changing, and growth.']"
I feel unable to make friends because I am always alone,"['I am able to adapt when changes occur.', 'It is difficult for me to make friends', 'To what extent do you lead a purposeful and meaningful life?', 'I am no longer close to anyone', 'My friends know they can always confide in me and ask me for advice.']"
I am experiencing some life-altering problems.,"['I am unhappy doing so many things alone', 'Life does not hold much future promise for me.', 'When I look at the story of my life, I am pleased with how things have turned out so far.', 'I feel starved for company', 'The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).']"
"I am content doing so many things alone - Life is not very exciting for me, but it does not hold much hope.","['I am unhappy doing so many things alone', 'Life does not hold much future promise for me.', 'When I look at the story of my life, I am pleased with how things have turned out so far.', 'I feel starved for company', 'The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).']"
I am happy doing so many things alone,"['I am unhappy doing so many things alone', 'Life does not hold much future promise for me.', 'When I look at the story of my life, I am pleased with how things have turned out so far.', 'I feel starved for company', 'The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).']"
I am lonely doing so much alone,"['I am unhappy doing so many things alone', 'Life does not hold much future promise for me.', 'When I look at the story of my life, I am pleased with how things have turned out so far.', 'I feel starved for company', 'The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).']"
I am satisfied with the amount of information I have been able to process so far.,"['I am unhappy doing so many things alone', 'Life does not hold much future promise for me.', 'When I look at the story of my life, I am pleased with how things have turned out so far.', 'I feel starved for company', 'The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).']"
I am often sad.,"['The demands of everyday life often get me down.', 'No one really knows me well', 'I will always be secure with who I am.', 'I believe there is a real purpose for my life.', ""I live life one day at a time and don't really think about the future.""]"
I always think of the future.,"['The demands of everyday life often get me down.', 'No one really knows me well', 'I will always be secure with who I am.', 'I believe there is a real purpose for my life.', ""I live life one day at a time and don't really think about the future.""]"
I live life one day at a time and think about the future a lot.,"['The demands of everyday life often get me down.', 'No one really knows me well', 'I will always be secure with who I am.', 'I believe there is a real purpose for my life.', ""I live life one day at a time and don't really think about the future.""]"
I am confident in who I am.,"['The demands of everyday life often get me down.', 'No one really knows me well', 'I will always be secure with who I am.', 'I believe there is a real purpose for my life.', ""I live life one day at a time and don't really think about the future.""]"
I get so many people to know me that the others often don't even know me well.,"['The demands of everyday life often get me down.', 'No one really knows me well', 'I will always be secure with who I am.', 'I believe there is a real purpose for my life.', ""I live life one day at a time and don't really think about the future.""]"
I am confident that I am a good person.,"['During the past month, how would you rate your sleep quality overall?', 'In general, I feel I am in charge of the situation in which I live.', 'I believe most things happen for a reason.', 'To what extent do you feel excited and interested in things?', 'When I look at the story of my life, I am pleased with how things have turned out so far.']"
I would rank the past month's sleep quality overall as good overall.,"['During the past month, how would you rate your sleep quality overall?', 'In general, I feel I am in charge of the situation in which I live.', 'I believe most things happen for a reason.', 'To what extent do you feel excited and interested in things?', 'When I look at the story of my life, I am pleased with how things have turned out so far.']"
"In general, I think most things happen for a reason.","['During the past month, how would you rate your sleep quality overall?', 'In general, I feel I am in charge of the situation in which I live.', 'I believe most things happen for a reason.', 'To what extent do you feel excited and interested in things?', 'When I look at the story of my life, I am pleased with how things have turned out so far.']"
I think that most things happen for a reason.,"['During the past month, how would you rate your sleep quality overall?', 'In general, I feel I am in charge of the situation in which I live.', 'I believe most things happen for a reason.', 'To what extent do you feel excited and interested in things?', 'When I look at the story of my life, I am pleased with how things have turned out so far.']"
I am stressed and feel out of balance.,"['I expect to always be physically healthy.', 'How satisfied are you with your personal relationships?', 'It is difficult for me to make friends', 'I expect my physical health to get worse.', 'How lonely do you feel in your daily life?']"
I expect to be physically healthy in the future.,"['I expect to always be physically healthy.', 'How satisfied are you with your personal relationships?', 'It is difficult for me to make friends', 'I expect my physical health to get worse.', 'How lonely do you feel in your daily life?']"
I have an anxiety attack that affects my life.,"['I expect to always be physically healthy.', 'How satisfied are you with your personal relationships?', 'It is difficult for me to make friends', 'I expect my physical health to get worse.', 'How lonely do you feel in your daily life?']"
I am confident that I am in control of my life.,"['How satisfied are you with your current physical health?', 'To what extent do you feel loved?', 'It seems that my life has always had purpose.', 'I am good at managing the responsibilities of daily life.', 'In the past, I have expected the best.']"
I have a strong sense of purpose in my life.,"['How satisfied are you with your current physical health?', 'To what extent do you feel loved?', 'It seems that my life has always had purpose.', 'I am good at managing the responsibilities of daily life.', 'In the past, I have expected the best.']"
I am able to communicate and express myself.,"['How satisfied are you with your current physical health?', 'To what extent do you feel loved?', 'It seems that my life has always had purpose.', 'I am good at managing the responsibilities of daily life.', 'In the past, I have expected the best.']"
I am satisfied with my life.,"['How satisfied are you with your current physical health?', 'To what extent do you feel loved?', 'It seems that my life has always had purpose.', 'I am good at managing the responsibilities of daily life.', 'In the past, I have expected the best.']"
I am resilient in the face of difficult situations.,"['During the past month, what time have you usually gone to bed at night?', 'I am able to handle unpleasant or painful feelings like sadness, fear, and anger.', 'During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?', 'I always look on the bright side of things.', 'I like most parts of my personality.']"
I appreciate positive and positive people in my life.,"['During the past month, what time have you usually gone to bed at night?', 'I am able to handle unpleasant or painful feelings like sadness, fear, and anger.', 'During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?', 'I always look on the bright side of things.', 'I like most parts of my personality.']"
"I am confident that I can handle unpleasant or painful feelings like sadness, fear, and anger.","['During the past month, what time have you usually gone to bed at night?', 'I am able to handle unpleasant or painful feelings like sadness, fear, and anger.', 'During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?', 'I always look on the bright side of things.', 'I like most parts of my personality.']"
I am very grateful for what I have and am satisfied with most parts of my life.,"['During the past month, what time have you usually gone to bed at night?', 'I am able to handle unpleasant or painful feelings like sadness, fear, and anger.', 'During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?', 'I always look on the bright side of things.', 'I like most parts of my personality.']"
I will always strive to do better in what I do.,"['How often do you feel positive?', 'I will always seek out activities that challenge me to think and reason.', 'When I look at the story of my life, I am pleased with how things have turned out so far.', 'Sometimes I wonder if my family will really be there for me when I am in need.', 'I am always optimistic about my future.']"
I am always optimistic about the things that keep me from feeling depressed.,"['How often do you feel positive?', 'I will always seek out activities that challenge me to think and reason.', 'When I look at the story of my life, I am pleased with how things have turned out so far.', 'Sometimes I wonder if my family will really be there for me when I am in need.', 'I am always optimistic about my future.']"
I am never too old to laugh.,"['How often do you feel positive?', 'I will always seek out activities that challenge me to think and reason.', 'When I look at the story of my life, I am pleased with how things have turned out so far.', 'Sometimes I wonder if my family will really be there for me when I am in need.', 'I am always optimistic about my future.']"
Often I get in trouble for making my own decisions.,"['How often do you feel positive?', 'I will always seek out activities that challenge me to think and reason.', 'When I look at the story of my life, I am pleased with how things have turned out so far.', 'Sometimes I wonder if my family will really be there for me when I am in need.', 'I am always optimistic about my future.']"
I am feeling lonely and overwhelmed.,"['Taking all things together, how happy would you say you are?', 'In the past, I hardly ever expected things to go my way.', 'I like most parts of my personality.', 'I believe I can achieve my goals, even if there are obstacles.', 'I cannot tolerate being so alone']"
"In the past, I rarely did anything to expect to go my way.","['Taking all things together, how happy would you say you are?', 'In the past, I hardly ever expected things to go my way.', 'I like most parts of my personality.', 'I believe I can achieve my goals, even if there are obstacles.', 'I cannot tolerate being so alone']"
I am able to deal with any challenges I encounter.,"['Taking all things together, how happy would you say you are?', 'In the past, I hardly ever expected things to go my way.', 'I like most parts of my personality.', 'I believe I can achieve my goals, even if there are obstacles.', 'I cannot tolerate being so alone']"
"I am a leader, I feel so confident, but I can't handle being so alone.","['Taking all things together, how happy would you say you are?', 'In the past, I hardly ever expected things to go my way.', 'I like most parts of my personality.', 'I believe I can achieve my goals, even if there are obstacles.', 'I cannot tolerate being so alone']"
I tend to overcome major life challenges with greater stability and peace.,"['I can deal with whatever comes my way.', 'Having to cope with stress can make me stronger.', 'I gave up trying to make big improvements or changes in my life a long time ago.', 'My interests and ideas are not shared by those around me', 'I tend to bounce back after illness, injury, or other hardships.']"
I am very resilient.,"['I can deal with whatever comes my way.', 'Having to cope with stress can make me stronger.', 'I gave up trying to make big improvements or changes in my life a long time ago.', 'My interests and ideas are not shared by those around me', 'I tend to bounce back after illness, injury, or other hardships.']"
I am resilient and will be able to handle any challenge or stress in life.,"['I can deal with whatever comes my way.', 'Having to cope with stress can make me stronger.', 'I gave up trying to make big improvements or changes in my life a long time ago.', 'My interests and ideas are not shared by those around me', 'I tend to bounce back after illness, injury, or other hardships.']"
"I struggle to adjust to new situations, new people, and new environments.","['I can deal with whatever comes my way.', 'Having to cope with stress can make me stronger.', 'I gave up trying to make big improvements or changes in my life a long time ago.', 'My interests and ideas are not shared by those around me', 'I tend to bounce back after illness, injury, or other hardships.']"
I have always fought for what I believe in.,"['I can deal with whatever comes my way.', 'Having to cope with stress can make me stronger.', 'I gave up trying to make big improvements or changes in my life a long time ago.', 'My interests and ideas are not shared by those around me', 'I tend to bounce back after illness, injury, or other hardships.']"
I am in control of my life.,"['I am unable to reach out and communicate with those around me', 'My friends will be there for me when I need help.', 'In general, I feel I am in charge of the situation in which I live.', ""Sometimes I don't understand what life is all about."", 'I gave up trying to make big improvements or changes in my life a long time ago.']"
I find it hard to interact with those around me.,"['I am unable to reach out and communicate with those around me', 'My friends will be there for me when I need help.', 'In general, I feel I am in charge of the situation in which I live.', ""Sometimes I don't understand what life is all about."", 'I gave up trying to make big improvements or changes in my life a long time ago.']"
Sometimes I am unable to reach out and communicate with those around me,"['I am unable to reach out and communicate with those around me', 'My friends will be there for me when I need help.', 'In general, I feel I am in charge of the situation in which I live.', ""Sometimes I don't understand what life is all about."", 'I gave up trying to make big improvements or changes in my life a long time ago.']"
I don't feel like myself.,"['I am unable to reach out and communicate with those around me', 'My friends will be there for me when I need help.', 'In general, I feel I am in charge of the situation in which I live.', ""Sometimes I don't understand what life is all about."", 'I gave up trying to make big improvements or changes in my life a long time ago.']"
Sometimes I feel alone in my life.,"['I am unable to reach out and communicate with those around me', 'My friends will be there for me when I need help.', 'In general, I feel I am in charge of the situation in which I live.', ""Sometimes I don't understand what life is all about."", 'I gave up trying to make big improvements or changes in my life a long time ago.']"
I feel happy that I can make it in the world.,"['In general, I feel confident about my abilities.', 'I feel a sense of mission about my future.', 'During the past month, what time have you usually gone to bed at night?', 'To what extent do you feel contented?', 'Things will not work out the way I want them to in the future.']"
I feel a sense of responsibility about my future.,"['In general, I feel confident about my abilities.', 'I feel a sense of mission about my future.', 'During the past month, what time have you usually gone to bed at night?', 'To what extent do you feel contented?', 'Things will not work out the way I want them to in the future.']"
"When I try to achieve my goals, I may not accomplish what I would like to do.","['In general, I feel confident about my abilities.', 'I feel a sense of mission about my future.', 'During the past month, what time have you usually gone to bed at night?', 'To what extent do you feel contented?', 'Things will not work out the way I want them to in the future.']"
I believe my choices will be beneficial.,"['I work to attain goals.', 'Past successes give me confidence.', 'I like most parts of my personality.', ""I live life one day at a time and don't really think about the future."", 'In the past, I have expected the best.']"
I'm hopeful that I'll accomplish my dreams.,"['I work to attain goals.', 'Past successes give me confidence.', 'I like most parts of my personality.', ""I live life one day at a time and don't really think about the future."", 'In the past, I have expected the best.']"
I enjoy taking the time to think about the future.,"['I work to attain goals.', 'Past successes give me confidence.', 'I like most parts of my personality.', ""I live life one day at a time and don't really think about the future."", 'In the past, I have expected the best.']"
I am optimistic in my future self.,"['I work to attain goals.', 'Past successes give me confidence.', 'I like most parts of my personality.', ""I live life one day at a time and don't really think about the future."", 'In the past, I have expected the best.']"
I focus on the present and can live life to the fullest without concern for the future.,"['I work to attain goals.', 'Past successes give me confidence.', 'I like most parts of my personality.', ""I live life one day at a time and don't really think about the future."", 'In the past, I have expected the best.']"
I have a single devoted boyfriend,"['Some people wander aimlessly through life, but I am not one of them.', 'I have one close and secure relationship.', 'During the past month, how often have you had trouble sleeping because of other reasons?', 'I find myself waiting for people to call or write', 'How often do you feel angry?']"
I am very content in my current relationship.,"['Some people wander aimlessly through life, but I am not one of them.', 'I have one close and secure relationship.', 'During the past month, how often have you had trouble sleeping because of other reasons?', 'I find myself waiting for people to call or write', 'How often do you feel angry?']"
I am happy being so withdrawn.,"['My physical health is excellent.', 'I am always optimistic about my future.', 'I am unhappy being so withdrawn', 'I am not easily discouraged by failure.', 'I have to act on a hunch.']"
I am not afraid of being disappointed.,"['My physical health is excellent.', 'I am always optimistic about my future.', 'I am unhappy being so withdrawn', 'I am not easily discouraged by failure.', 'I have to act on a hunch.']"
I am often influenced by others.,"['My physical health is excellent.', 'I am always optimistic about my future.', 'I am unhappy being so withdrawn', 'I am not easily discouraged by failure.', 'I have to act on a hunch.']"
I am not often discouraged by failure.,"['My physical health is excellent.', 'I am always optimistic about my future.', 'I am unhappy being so withdrawn', 'I am not easily discouraged by failure.', 'I have to act on a hunch.']"
"I believe I need support from my family members and friends, but it is difficult for me to make friends.","['Members of my family come to me for support.', 'It is difficult for me to make friends', 'I have one close and secure relationship.', 'My life has often seemed void of positive mental stimulation.', 'During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?']"
"I have had trouble staying awake while driving, eating meals, or engaging in social activity.","['Members of my family come to me for support.', 'It is difficult for me to make friends', 'I have one close and secure relationship.', 'My life has often seemed void of positive mental stimulation.', 'During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?']"
"I am lonely. I cannot connect with my loved ones, and my life is often void of positive mental stimulation.","['Members of my family come to me for support.', 'It is difficult for me to make friends', 'I have one close and secure relationship.', 'My life has often seemed void of positive mental stimulation.', 'During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?']"
I know it can be difficult to cope with failures.,"['I am not easily discouraged by failure.', 'There is no one I can turn to', 'How would you say your health is?', 'The demands of everyday life often get me down.', 'During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?']"
I am a strong and resilient person.,"['I am not easily discouraged by failure.', 'There is no one I can turn to', 'How would you say your health is?', 'The demands of everyday life often get me down.', 'During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?']"
I can't communicate in an effective way,"['I am unable to reach out and communicate with those around me', 'How lonely do you feel in your daily life?', 'To what extent do you feel that what you do in your life is valuable and worthwhile?', 'In times of stress, I know where to find help.', 'I find myself waiting for people to call or write']"
I feel lonely and feel like I am always left alone in my daily life.,"['I am unable to reach out and communicate with those around me', 'How lonely do you feel in your daily life?', 'To what extent do you feel that what you do in your life is valuable and worthwhile?', 'In times of stress, I know where to find help.', 'I find myself waiting for people to call or write']"
I have no friends or family close by.,"['I am unable to reach out and communicate with those around me', 'How lonely do you feel in your daily life?', 'To what extent do you feel that what you do in your life is valuable and worthwhile?', 'In times of stress, I know where to find help.', 'I find myself waiting for people to call or write']"
I am a successful person.,"['I can deal with whatever comes my way.', 'To what extent do you feel that what you do in your life is valuable and worthwhile?', 'Compared to people I know, my past physical health has been excellent.', 'I feel shut out and excluded by others', 'For me, life has been a continuous process of learning, changing, and growth.']"
I'm still finding my purpose and purpose in life.,"['I can deal with whatever comes my way.', 'To what extent do you feel that what you do in your life is valuable and worthwhile?', 'Compared to people I know, my past physical health has been excellent.', 'I feel shut out and excluded by others', 'For me, life has been a continuous process of learning, changing, and growth.']"
I enjoy being a part of my community and socializing.,"['I can deal with whatever comes my way.', 'To what extent do you feel that what you do in your life is valuable and worthwhile?', 'Compared to people I know, my past physical health has been excellent.', 'I feel shut out and excluded by others', 'For me, life has been a continuous process of learning, changing, and growth.']"
I sometimes think I have done enough.,"['I sometimes think I am a worthless individual.', 'To what extent do you feel loved?', ""I sometimes feel as if I've done all there is to do in life."", 'During the past month, how long (in minutes) has it usually taken you to fall asleep each night?', 'During the past month, how often have you had trouble sleeping because of other reasons?']"
I sometimes think I have done all there is to do in life and I sometimes feel as if I've done all I can in life.,"['I sometimes think I am a worthless individual.', 'To what extent do you feel loved?', ""I sometimes feel as if I've done all there is to do in life."", 'During the past month, how long (in minutes) has it usually taken you to fall asleep each night?', 'During the past month, how often have you had trouble sleeping because of other reasons?']"
I sometimes feel like I am a failed person.,"['I sometimes think I am a worthless individual.', 'To what extent do you feel loved?', ""I sometimes feel as if I've done all there is to do in life."", 'During the past month, how long (in minutes) has it usually taken you to fall asleep each night?', 'During the past month, how often have you had trouble sleeping because of other reasons?']"
I sometimes feel as if I have already done all there is to do in life.,"['I sometimes think I am a worthless individual.', 'To what extent do you feel loved?', ""I sometimes feel as if I've done all there is to do in life."", 'During the past month, how long (in minutes) has it usually taken you to fall asleep each night?', 'During the past month, how often have you had trouble sleeping because of other reasons?']"
I can handle my responsibilities.,"['To what extent do you feel you have a sense of direction in your life?', 'How often are you able to handle your responsibilities?', 'I am able to adapt when changes occur.', 'I expect to always be physically healthy.', 'I feel as if nobody really understands me']"
I feel able to cope with change.,"['To what extent do you feel you have a sense of direction in your life?', 'How often are you able to handle your responsibilities?', 'I am able to adapt when changes occur.', 'I expect to always be physically healthy.', 'I feel as if nobody really understands me']"
I am able to handle my responsibilities.,"['To what extent do you feel you have a sense of direction in your life?', 'How often are you able to handle your responsibilities?', 'I am able to adapt when changes occur.', 'I expect to always be physically healthy.', 'I feel as if nobody really understands me']"
I have a feeling of direction in my life.,"['To what extent do you feel you have a sense of direction in your life?', 'How often are you able to handle your responsibilities?', 'I am able to adapt when changes occur.', 'I expect to always be physically healthy.', 'I feel as if nobody really understands me']"
I feel as if nobody understands me,"['To what extent do you feel you have a sense of direction in your life?', 'How often are you able to handle your responsibilities?', 'I am able to adapt when changes occur.', 'I expect to always be physically healthy.', 'I feel as if nobody really understands me']"
