text,seed_examples
I feel very alone.,"['I feel completely alone', 'How often do you feel sad?', 'During the past month, how often have you had trouble sleeping because you cough or snore loudly?', 'I am able to adapt when changes occur.', 'No one really knows me well']"
I feel isolated because of the lack of people to talk to and trust in me.,"['I feel completely alone', 'How often do you feel sad?', 'During the past month, how often have you had trouble sleeping because you cough or snore loudly?', 'I am able to adapt when changes occur.', 'No one really knows me well']"
I am always alone,"['I feel completely alone', 'How often do you feel sad?', 'During the past month, how often have you had trouble sleeping because you cough or snore loudly?', 'I am able to adapt when changes occur.', 'No one really knows me well']"
My life is full of excitement and uncertainty.,"[""I live life one day at a time and don't really think about the future."", 'For me, life has been a continuous process of learning, changing, and growth.', 'My family has been available to support me in the past.', 'To what extent do you feel you have a sense of direction in your life?', 'How would you say your health is?']"
I have a sense of direction in my life due to my family support.,"[""I live life one day at a time and don't really think about the future."", 'For me, life has been a continuous process of learning, changing, and growth.', 'My family has been available to support me in the past.', 'To what extent do you feel you have a sense of direction in your life?', 'How would you say your health is?']"
I've been able to develop a sense of direction in my life.,"[""I live life one day at a time and don't really think about the future."", 'For me, life has been a continuous process of learning, changing, and growth.', 'My family has been available to support me in the past.', 'To what extent do you feel you have a sense of direction in your life?', 'How would you say your health is?']"
My family has helped me through difficult times.,"[""I live life one day at a time and don't really think about the future."", 'For me, life has been a continuous process of learning, changing, and growth.', 'My family has been available to support me in the past.', 'To what extent do you feel you have a sense of direction in your life?', 'How would you say your health is?']"
My family is available to support me in the past and help me.,"[""I live life one day at a time and don't really think about the future."", 'For me, life has been a continuous process of learning, changing, and growth.', 'My family has been available to support me in the past.', 'To what extent do you feel you have a sense of direction in your life?', 'How would you say your health is?']"
I feel less optimistic than a previous month.,"['During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?', 'I take pride in my achievements.', ""I think of myself as a strong person when dealing with life's challenges and difficulties."", 'Having to cope with stress can make me stronger.', 'I find myself waiting for people to call or write']"
I have trouble turning a positive situation around.,"['During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?', 'I take pride in my achievements.', ""I think of myself as a strong person when dealing with life's challenges and difficulties."", 'Having to cope with stress can make me stronger.', 'I find myself waiting for people to call or write']"
I enjoy living in a large city and I enjoy working in one.,"['During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?', 'I take pride in my achievements.', ""I think of myself as a strong person when dealing with life's challenges and difficulties."", 'Having to cope with stress can make me stronger.', 'I find myself waiting for people to call or write']"
I have had a lot of stress this past month.,"['During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?', 'I take pride in my achievements.', ""I think of myself as a strong person when dealing with life's challenges and difficulties."", 'Having to cope with stress can make me stronger.', 'I find myself waiting for people to call or write']"
I have a tendency to sit down and relax when it is time to do something.,"['During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?', 'I take pride in my achievements.', ""I think of myself as a strong person when dealing with life's challenges and difficulties."", 'Having to cope with stress can make me stronger.', 'I find myself waiting for people to call or write']"
I am emotionally satisfied with life.,"['How often do you become absorbed in what you are doing?', 'When I look at the story of my life, I am pleased with how things have turned out so far.', 'During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?', 'I am always optimistic about my future.', 'I have one close and secure relationship.']"
I often have trouble sleeping because I wake up in the middle of the night or early morning.,"['How often do you become absorbed in what you are doing?', 'When I look at the story of my life, I am pleased with how things have turned out so far.', 'During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?', 'I am always optimistic about my future.', 'I have one close and secure relationship.']"
My social relationships with others are superficial - My social life is very stressful - Things will not work out the way I want them to in the,"['I have not experienced many warm and trusting relationships with others.', 'During the past month, how often have you had trouble sleeping because you have pain?', 'During the past month, how often have you had trouble sleeping because you have bad dreams?', 'My social relationships are superficial', 'Things will not work out the way I want them to in the future.']"
I have had problems with anxiety in the past.,"['I have not experienced many warm and trusting relationships with others.', 'During the past month, how often have you had trouble sleeping because you have pain?', 'During the past month, how often have you had trouble sleeping because you have bad dreams?', 'My social relationships are superficial', 'Things will not work out the way I want them to in the future.']"
I do not trust in people because I'm too afraid to tell them about my problems.,"['I have not experienced many warm and trusting relationships with others.', 'During the past month, how often have you had trouble sleeping because you have pain?', 'During the past month, how often have you had trouble sleeping because you have bad dreams?', 'My social relationships are superficial', 'Things will not work out the way I want them to in the future.']"
My social relationships are strained,"['I have not experienced many warm and trusting relationships with others.', 'During the past month, how often have you had trouble sleeping because you have pain?', 'During the past month, how often have you had trouble sleeping because you have bad dreams?', 'My social relationships are superficial', 'Things will not work out the way I want them to in the future.']"
I feel I have a high rate of anxiety - I fear I might never get over my anxiety.,"['I have not experienced many warm and trusting relationships with others.', 'During the past month, how often have you had trouble sleeping because you have pain?', 'During the past month, how often have you had trouble sleeping because you have bad dreams?', 'My social relationships are superficial', 'Things will not work out the way I want them to in the future.']"
I am unable to reach out and communicate with those around me.,"['Sometimes I wonder if my family will really be there for me when I am in need.', 'I have confidence in my own opinions, even if they are different from the way most other people think.', 'I have to act on a hunch.', 'I am unable to reach out and communicate with those around me', 'To what extent do you feel excited and interested in things?']"
I am unsure if my loved ones will be there for me when I am in need.,"['Sometimes I wonder if my family will really be there for me when I am in need.', 'I have confidence in my own opinions, even if they are different from the way most other people think.', 'I have to act on a hunch.', 'I am unable to reach out and communicate with those around me', 'To what extent do you feel excited and interested in things?']"
I am interested in the things around me,"['Sometimes I wonder if my family will really be there for me when I am in need.', 'I have confidence in my own opinions, even if they are different from the way most other people think.', 'I have to act on a hunch.', 'I am unable to reach out and communicate with those around me', 'To what extent do you feel excited and interested in things?']"
Sometimes I wonder if my family will really be there for me when I am in need of a neighbor.,"['Sometimes I wonder if my family will really be there for me when I am in need.', 'I have confidence in my own opinions, even if they are different from the way most other people think.', 'I have to act on a hunch.', 'I am unable to reach out and communicate with those around me', 'To what extent do you feel excited and interested in things?']"
I am surprised when I do not feel excited and interested in things.,"['Sometimes I wonder if my family will really be there for me when I am in need.', 'I have confidence in my own opinions, even if they are different from the way most other people think.', 'I have to act on a hunch.', 'I am unable to reach out and communicate with those around me', 'To what extent do you feel excited and interested in things?']"
I am very happy with how life is going.,"['I rarely count on good things happening to me.', 'I have nobody to talk to', 'I will always be secure with who I am.', 'I prefer to take the lead in problem-solving.', 'Sometimes fate or God helps me.']"
I sometimes have nobody to talk to - that is where I need help - I have trouble being open to others' feelings.,"['I rarely count on good things happening to me.', 'I have nobody to talk to', 'I will always be secure with who I am.', 'I prefer to take the lead in problem-solving.', 'Sometimes fate or God helps me.']"
I am often disappointed by the bad things that happen to me.,"['I rarely count on good things happening to me.', 'I have nobody to talk to', 'I will always be secure with who I am.', 'I prefer to take the lead in problem-solving.', 'Sometimes fate or God helps me.']"
I'm not able to stand being alone.,"['I rarely count on good things happening to me.', 'I have nobody to talk to', 'I will always be secure with who I am.', 'I prefer to take the lead in problem-solving.', 'Sometimes fate or God helps me.']"
I get frustrated with myself.,"['I rarely count on good things happening to me.', 'I have nobody to talk to', 'I will always be secure with who I am.', 'I prefer to take the lead in problem-solving.', 'Sometimes fate or God helps me.']"
I have trouble sleeping because I have bad dreams.,"['During the past month, how often have you had trouble sleeping because you have bad dreams?', 'I tend to be influenced by people with strong opinions.', 'In general, I feel I am in charge of the situation in which I live.', 'I always look on the bright side of things.', 'I make unpopular or difficult decisions.']"
I frequently feel depressed.,"['During the past month, how often have you had trouble sleeping because you have bad dreams?', 'I tend to be influenced by people with strong opinions.', 'In general, I feel I am in charge of the situation in which I live.', 'I always look on the bright side of things.', 'I make unpopular or difficult decisions.']"
I tend to be influenced by others.,"['During the past month, how often have you had trouble sleeping because you have bad dreams?', 'I tend to be influenced by people with strong opinions.', 'In general, I feel I am in charge of the situation in which I live.', 'I always look on the bright side of things.', 'I make unpopular or difficult decisions.']"
"I have a lot of trouble sleeping, due to bad dreams.","['During the past month, how often have you had trouble sleeping because you have bad dreams?', 'I tend to be influenced by people with strong opinions.', 'In general, I feel I am in charge of the situation in which I live.', 'I always look on the bright side of things.', 'I make unpopular or difficult decisions.']"
I am stressed and overthinking my day.,"['In the past, I have expected the best.', 'During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?', 'I am unhappy doing so many things alone', 'I am uncertain about my ability to do things well in the future.', 'During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?']"
I know that there are times when I can't do things well.,"['In the past, I have expected the best.', 'During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?', 'I am unhappy doing so many things alone', 'I am uncertain about my ability to do things well in the future.', 'During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?']"
"I am confident about my ability to do things well in the future, but not sure how much energy I will have.","['In the past, I have expected the best.', 'During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?', 'I am unhappy doing so many things alone', 'I am uncertain about my ability to do things well in the future.', 'During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?']"
I am feeling anxious about my future.,"['In the past, I have expected the best.', 'During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?', 'I am unhappy doing so many things alone', 'I am uncertain about my ability to do things well in the future.', 'During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?']"
I have lost sleep and can't concentrate on work.,"['During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?', 'During the past month, how long (in minutes) has it usually taken you to fall asleep each night?', 'Past successes give me confidence.', 'I expect to always be physically healthy.', 'During the past month, what time have you usually gone to bed at night?']"
I feel like I've mastered my body's needs.,"['I have nobody to talk to', 'During the past month, how many hours of actual sleep did you get at night?', 'I make my best effort, no matter what.', 'During the past month, how often have you had trouble sleeping because you feel too cold?', 'My body seems to resist physical illness very well.']"
I enjoy my time outside of work.,"['I have nobody to talk to', 'During the past month, how many hours of actual sleep did you get at night?', 'I make my best effort, no matter what.', 'During the past month, how often have you had trouble sleeping because you feel too cold?', 'My body seems to resist physical illness very well.']"
"I keep a journal of my emotions, thoughts, and dreams.","['I have nobody to talk to', 'During the past month, how many hours of actual sleep did you get at night?', 'I make my best effort, no matter what.', 'During the past month, how often have you had trouble sleeping because you feel too cold?', 'My body seems to resist physical illness very well.']"
I believe that my life is beautiful and full of joy.,"['I have nobody to talk to', 'I believe most things happen for a reason.', 'I tend to bounce back after illness, injury, or other hardships.', 'During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?', 'I expect to always be physically healthy.']"
I do not feel that everyone is bad.,"['I have nobody to talk to', 'I believe most things happen for a reason.', 'I tend to bounce back after illness, injury, or other hardships.', 'During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?', 'I expect to always be physically healthy.']"
I have been diagnosed with depression.,"['I have nobody to talk to', 'I believe most things happen for a reason.', 'I tend to bounce back after illness, injury, or other hardships.', 'During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?', 'I expect to always be physically healthy.']"
I consider my circumstances in life to be normal.,"['I have nobody to talk to', 'I believe most things happen for a reason.', 'I tend to bounce back after illness, injury, or other hardships.', 'During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?', 'I expect to always be physically healthy.']"
I get up at 5 am every day,"['I have nobody to talk to', 'I believe most things happen for a reason.', 'I tend to bounce back after illness, injury, or other hardships.', 'During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?', 'I expect to always be physically healthy.']"
I find my cigs work well.,"['I am able to adapt when changes occur.', ""I think of myself as a strong person when dealing with life's challenges and difficulties."", 'In times of stress, I know where to find help.', 'I feel completely alone', 'In the past, I have generally found intellectual challenges to be vital to my overall well-being.']"
I am willing to help when I have trouble finding support.,"['I am able to adapt when changes occur.', ""I think of myself as a strong person when dealing with life's challenges and difficulties."", 'In times of stress, I know where to find help.', 'I feel completely alone', 'In the past, I have generally found intellectual challenges to be vital to my overall well-being.']"
I understand myself in times of stress and difficulties.,"['I am able to adapt when changes occur.', ""I think of myself as a strong person when dealing with life's challenges and difficulties."", 'In times of stress, I know where to find help.', 'I feel completely alone', 'In the past, I have generally found intellectual challenges to be vital to my overall well-being.']"
I sometimes feel that my life is meaningless.,"[""I sometimes feel as if I've done all there is to do in life."", 'During the past month, how would you rate your sleep quality overall?', 'People would describe me as a giving person, willing to share my time with others.', 'I have felt in the past that my life was meaningless.', 'How much of the time do you feel you are making progress towards accomplishing your goals?']"
I sometimes feel as if I'm not getting enough sleep.,"[""I sometimes feel as if I've done all there is to do in life."", 'During the past month, how would you rate your sleep quality overall?', 'People would describe me as a giving person, willing to share my time with others.', 'I have felt in the past that my life was meaningless.', 'How much of the time do you feel you are making progress towards accomplishing your goals?']"
I might feel that all there is to do in life is to find myself and to find love.,"[""I sometimes feel as if I've done all there is to do in life."", 'During the past month, how would you rate your sleep quality overall?', 'People would describe me as a giving person, willing to share my time with others.', 'I have felt in the past that my life was meaningless.', 'How much of the time do you feel you are making progress towards accomplishing your goals?']"
I sometimes feel like my life is meaningless.,"[""I sometimes feel as if I've done all there is to do in life."", 'During the past month, how would you rate your sleep quality overall?', 'People would describe me as a giving person, willing to share my time with others.', 'I have felt in the past that my life was meaningless.', 'How much of the time do you feel you are making progress towards accomplishing your goals?']"
"I believe in myself, so I can fulfill my dreams.","['When I look at the story of my life, I am pleased with how things have turned out so far.', 'How often do you lose track of time while doing something you enjoy?', 'Members of my family come to me for support.', 'I believe I can achieve my goals, even if there are obstacles.', 'Under pressure, I stay focused and think clearly.']"
I believe in the power of the human mind.,"['When I look at the story of my life, I am pleased with how things have turned out so far.', 'How often do you lose track of time while doing something you enjoy?', 'Members of my family come to me for support.', 'I believe I can achieve my goals, even if there are obstacles.', 'Under pressure, I stay focused and think clearly.']"
"I was confident in the way I could achieve my goals, even if there are obstacles.","['When I look at the story of my life, I am pleased with how things have turned out so far.', 'How often do you lose track of time while doing something you enjoy?', 'Members of my family come to me for support.', 'I believe I can achieve my goals, even if there are obstacles.', 'Under pressure, I stay focused and think clearly.']"
I try to see the funny side of things when I am faced with problems.,"['My physical health is excellent.', 'I try to see the humorous side of things when I am faced with problems.', 'During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?', 'My friends will be there for me when I need help.', 'During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?']"
The things that I feel confident about – I don’t get overconfident easily.,"['I am not easily discouraged by failure.', 'No one really knows me well', 'In many ways I feel disappointed about my achievements in life.', 'To what extent do you feel excited and interested in things?', 'In the past, I hardly ever expected things to go my way.']"
I try to improve my own happiness,"['I am not easily discouraged by failure.', 'No one really knows me well', 'In many ways I feel disappointed about my achievements in life.', 'To what extent do you feel excited and interested in things?', 'In the past, I hardly ever expected things to go my way.']"
"The past few weeks, I've experienced many things.","['I am not easily discouraged by failure.', 'No one really knows me well', 'In many ways I feel disappointed about my achievements in life.', 'To what extent do you feel excited and interested in things?', 'In the past, I hardly ever expected things to go my way.']"
I usually try to make big improvements or changes in my life a long time ago.,"['I gave up trying to make big improvements or changes in my life a long time ago.', 'During the past month, how often have you had trouble sleeping because you have bad dreams?', 'My friends know they can always confide in me and ask me for advice.', 'Compared to people I know, my past physical health has been excellent.', 'I prefer to take the lead in problem-solving.']"
I have good overall mental health.,"['I gave up trying to make big improvements or changes in my life a long time ago.', 'During the past month, how often have you had trouble sleeping because you have bad dreams?', 'My friends know they can always confide in me and ask me for advice.', 'Compared to people I know, my past physical health has been excellent.', 'I prefer to take the lead in problem-solving.']"
I find it hard to count on things happening to me.,"['I rarely count on good things happening to me.', 'How often do you feel angry?', 'I make unpopular or difficult decisions.', 'During the past month, how often have you had trouble sleeping because you feel too cold?', 'During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?']"
I had a very negative opinion of my life in the past.,"['How satisfied are you with your current physical health?', 'I have felt in the past that my life was meaningless.', 'I am good at managing the responsibilities of daily life.', 'For me, life has been a continuous process of learning, changing, and growth.', 'To what extent do you feel that what you do in your life is valuable and worthwhile?']"
I like the life that I have in my life.,"['How satisfied are you with your current physical health?', 'I have felt in the past that my life was meaningless.', 'I am good at managing the responsibilities of daily life.', 'For me, life has been a continuous process of learning, changing, and growth.', 'To what extent do you feel that what you do in your life is valuable and worthwhile?']"
I am happy with what I do and the way I live my life.,"['How satisfied are you with your current physical health?', 'I have felt in the past that my life was meaningless.', 'I am good at managing the responsibilities of daily life.', 'For me, life has been a continuous process of learning, changing, and growth.', 'To what extent do you feel that what you do in your life is valuable and worthwhile?']"
"For me, living a meaningful life is the most satisfying thing that I can do.","['How satisfied are you with your current physical health?', 'I have felt in the past that my life was meaningless.', 'I am good at managing the responsibilities of daily life.', 'For me, life has been a continuous process of learning, changing, and growth.', 'To what extent do you feel that what you do in your life is valuable and worthwhile?']"
I have doubts about the ways in which my life is intended to be lived.,"['During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?', 'I have confidence in my own opinions, even if they are different from the way most other people think.', ""Sometimes I don't understand what life is all about."", 'During the past month, how often have you had trouble sleeping because you have pain?', 'I have felt in the past that my life was meaningless.']"
I have often felt in the past that my life was meaningless.,"['During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?', 'I have confidence in my own opinions, even if they are different from the way most other people think.', ""Sometimes I don't understand what life is all about."", 'During the past month, how often have you had trouble sleeping because you have pain?', 'I have felt in the past that my life was meaningless.']"
Sometimes I think my family members are too distant to get to know me and to support me.,"['I have nobody to talk to', 'Maintaining close relationships has been difficult and frustrating for me.', 'I avoid activities which require me to concentrate.', 'I tend to bounce back after illness, injury, or other hardships.', 'Sometimes I wonder if my family will really be there for me when I am in need.']"
I feel lonely and depressed at times.,"['I have nobody to talk to', 'Maintaining close relationships has been difficult and frustrating for me.', 'I avoid activities which require me to concentrate.', 'I tend to bounce back after illness, injury, or other hardships.', 'Sometimes I wonder if my family will really be there for me when I am in need.']"
I have friends with whom to talk to.,"['I have nobody to talk to', 'Maintaining close relationships has been difficult and frustrating for me.', 'I avoid activities which require me to concentrate.', 'I tend to bounce back after illness, injury, or other hardships.', 'Sometimes I wonder if my family will really be there for me when I am in need.']"
I enjoy hobbies which require concentration.,"['I have nobody to talk to', 'Maintaining close relationships has been difficult and frustrating for me.', 'I avoid activities which require me to concentrate.', 'I tend to bounce back after illness, injury, or other hardships.', 'Sometimes I wonder if my family will really be there for me when I am in need.']"
I am insecure and fearful of what people around me think of me.,"['I have nobody to talk to', 'Maintaining close relationships has been difficult and frustrating for me.', 'I avoid activities which require me to concentrate.', 'I tend to bounce back after illness, injury, or other hardships.', 'Sometimes I wonder if my family will really be there for me when I am in need.']"
"In the past, I expect the best.","['In the past, I have expected the best.', 'During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?', 'During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?', 'During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?', 'My family has been available to support me in the past.']"
"When I needed help, my family was available to assist me.","['In the past, I have expected the best.', 'During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?', 'During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?', 'During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?', 'My family has been available to support me in the past.']"
I have expected the best of myself and my family.,"['In the past, I have expected the best.', 'During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?', 'During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?', 'During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?', 'My family has been available to support me in the past.']"
I enjoy having intellectual stimulation in my daily life.,"['Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.', 'I have felt in the past that my life was meaningless.', 'I am not easily discouraged by failure.', 'I always look on the bright side of things.', 'I think it is important to have new experiences that challenge how I think about myself and the world.']"
I believe that what is important in life is to be happy and to live my dreams.,"['Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.', 'I have felt in the past that my life was meaningless.', 'I am not easily discouraged by failure.', 'I always look on the bright side of things.', 'I think it is important to have new experiences that challenge how I think about myself and the world.']"
I try to find meaning in my life with new experiences.,"['Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.', 'I have felt in the past that my life was meaningless.', 'I am not easily discouraged by failure.', 'I always look on the bright side of things.', 'I think it is important to have new experiences that challenge how I think about myself and the world.']"
I feel grateful for the amount of intellectual stimulation I receive in my daily life.,"['Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.', 'I have felt in the past that my life was meaningless.', 'I am not easily discouraged by failure.', 'I always look on the bright side of things.', 'I think it is important to have new experiences that challenge how I think about myself and the world.']"
I do not have a problem being angry.,"['My family has been available to support me in the past.', 'I like challenges.', 'I am good at managing the responsibilities of daily life.', 'My body seems to resist physical illness very well.', 'How often do you feel angry?']"
I feel very happy and calm about the things I do.,"['My family has been available to support me in the past.', 'I like challenges.', 'I am good at managing the responsibilities of daily life.', 'My body seems to resist physical illness very well.', 'How often do you feel angry?']"
I have a good sense of humor and manage stress well.,"['My family has been available to support me in the past.', 'I like challenges.', 'I am good at managing the responsibilities of daily life.', 'My body seems to resist physical illness very well.', 'How often do you feel angry?']"
"I have a good outlook on life, but have had difficulty following my goals.","['My family has been available to support me in the past.', 'I like challenges.', 'I am good at managing the responsibilities of daily life.', 'My body seems to resist physical illness very well.', 'How often do you feel angry?']"
