qid,text,seeds,status,reject_reason
gen_31_1,How do you feel your mental health has improved over the past month?,"[""Taking all things together, how happy would you say you are?"", ""During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?"", ""Compared to people I know, my past physical health has been excellent."", ""I have nobody to talk to"", ""How do you feel you are making progress towards accomplishing your goals?""]",kept,
gen_32_0,How often do you struggle with being able to cope?,"[""In general, I feel confident about my abilities."", ""How satisfied are you with your current physical health?"", ""How often do you feel positive?"", ""I am unhappy doing so many things alone"", ""How often do you find yourself having trouble sleeping or hurt yourself?""]",kept,
gen_32_1,I feel confident that I can do anything I want to.,"[""In general, I feel confident about my abilities."", ""How satisfied are you with your current physical health?"", ""How often do you feel positive?"", ""I am unhappy doing so many things alone"", ""How often do you find yourself having trouble sleeping or hurt yourself?""]",kept,
gen_32_2,How often do you find yourself having problems sleeping or hurt yourself?,"[""In general, I feel confident about my abilities."", ""How satisfied are you with your current physical health?"", ""How often do you feel positive?"", ""I am unhappy doing so many things alone"", ""How often do you find yourself having trouble sleeping or hurt yourself?""]",kept,
gen_33_0,I can deal with whatever comes my way and know that I can achieve my goals.,"[""During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?"", ""In the past, I have felt sure of myself among strangers."", ""I always look on the bright side of things."", ""How often do you feel anxious?"", ""I can deal with whatever comes my way. I can live life on my own and know that I can achieve my goals.""]",kept,
gen_34_0,"In the past month, how much of the time did you feel you are making progress towards accomplishing your goals?","[""How satisfied are you with your personal relationships?"", ""It is difficult for me to make friends"", ""To what extent do you feel you have a sense of direction in your life?"", ""Past successes give me confidence."", ""During the past month, how much of the time do you feel you are making progress towards accomplishing your goals?""]",kept,
gen_34_1,How much of the time do you think you are making progress towards accomplishing your goals?,"[""How satisfied are you with your personal relationships?"", ""It is difficult for me to make friends"", ""To what extent do you feel you have a sense of direction in your life?"", ""Past successes give me confidence."", ""During the past month, how much of the time do you feel you are making progress towards accomplishing your goals?""]",kept,
gen_35_0,I have control over what goes on in my life.,"[""There is no one I can turn to"", ""How much of the time do you feel you are making progress towards accomplishing your goals?"", ""I feel like I am in control."", ""I like most parts of my personality."", ""I have a lot of control over what goes on in my life.""]",kept,
gen_36_0,My moods and thoughts are positive and I enjoy activities that challenge me.,"[""During the past month, how often have you had trouble sleeping because you feel too cold?"", ""I will always seek out activities that challenge me to think and reason."", ""My interests and ideas are not shared by those around me"", ""I believe I can achieve my goals, even if there are obstacles."", ""How do you feel your mental health has improved over the past month?""]",kept,
gen_36_1,How have you described your mental health over the past month?,"[""During the past month, how often have you had trouble sleeping because you feel too cold?"", ""I will always seek out activities that challenge me to think and reason."", ""My interests and ideas are not shared by those around me"", ""I believe I can achieve my goals, even if there are obstacles."", ""How do you feel your mental health has improved over the past month?""]",kept,
gen_37_0,"During the past month, how often do you feel like you have to be a part of something important to you?","[""During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?"", ""I take pride in my achievements."", ""My life has often seemed void of positive mental stimulation."", ""How often do you feel anxious?"", ""During the past month, how often do you worry that you have to take care of yourself?""]",kept,
gen_37_1,How often do you feel like you have to do anything?,"[""During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?"", ""I take pride in my achievements."", ""My life has often seemed void of positive mental stimulation."", ""How often do you feel anxious?"", ""During the past month, how often do you worry that you have to take care of yourself?""]",kept,
gen_38_0,"I am a person who is very happy, so I feel that I can relate to what I want to do and can make progress towards my goals","[""To what extent do you lead a purposeful and meaningful life?"", ""My life has often seemed void of positive mental stimulation."", ""How much of the time do you feel you are making progress towards accomplishing your goals?"", ""Sometimes fate or God helps me."", ""How do you feel you are making progress towards accomplishing your goals?""]",kept,
gen_39_0,How often do you feel agitated in the past and/or injured yourself with the past?,"[""I am always optimistic about my future."", ""I make my best effort, no matter what."", ""In the past, I have felt sure of myself among strangers."", ""Compared to people I know, my past physical health has been excellent."", ""How often do you have been having troubles sleeping or hurt yourself?""]",kept,
gen_39_1,How often have you been struggling with sleep or hurt yourself?,"[""I am always optimistic about my future."", ""I make my best effort, no matter what."", ""In the past, I have felt sure of myself among strangers."", ""Compared to people I know, my past physical health has been excellent."", ""How often do you have been having troubles sleeping or hurt yourself?""]",kept,
gen_40_0,How often do you have been sleep-deprived after a day of work or school?,"[""People are around me but not with me"", ""Members of my family come to me for support."", ""During the past month, how often have you had trouble sleeping because you have bad dreams?"", ""Things will not work out the way I want them to in the future."", ""How many hours of the day did you feel you were making progress towards accomplishing your goals?""]",kept,
gen_41_0,How often do you feel your optimism and focus are boosting you?,"[""I am no longer close to anyone"", ""During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"", ""I take pride in my achievements."", ""How often do you feel positive?"", ""How many more times do you feel you are making progress toward accomplishing your goals than you realize?""]",kept,
gen_42_0,Do you have problems with your self-disappointment and hurt yourself frequently?,"[""Sometimes fate or God helps me."", ""I have not experienced many warm and trusting relationships with others."", ""Even when hopeless, I do not give up."", ""Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life."", ""How often do you have trouble with self-disappointment and hurt yourself?""]",kept,
gen_42_1,What are you doing in your mental health right now?,"[""Sometimes fate or God helps me."", ""I have not experienced many warm and trusting relationships with others."", ""Even when hopeless, I do not give up."", ""Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life."", ""How often do you have trouble with self-disappointment and hurt yourself?""]",kept,
gen_43_0,How are you mentally and emotionally healthy at this time of the year?,"[""During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?"", ""I have nobody to talk to"", ""Having to cope with stress can make me stronger."", ""I believe most things happen for a reason."", ""How are you emotionally and mentally healthy at this time of the year?""]",kept,
gen_43_1,How healthy are you emotionally and mentally at this time of the year?,"[""During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?"", ""I have nobody to talk to"", ""Having to cope with stress can make me stronger."", ""I believe most things happen for a reason."", ""How are you emotionally and mentally healthy at this time of the year?""]",kept,
gen_43_2,How are you mentally and emotionally healthy this time of the year?,"[""During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?"", ""I have nobody to talk to"", ""Having to cope with stress can make me stronger."", ""I believe most things happen for a reason."", ""How are you emotionally and mentally healthy at this time of the year?""]",kept,
gen_44_0,"As you have described, you’re not alone. Have you experienced depression or anxiety?","[""During the past month, how would you rate your sleep quality overall?"", ""During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?"", ""My family has been available to support me in the past."", ""In the past, I have not always had friends with whom I could share my joys and sorrows."", ""How have you feeling about your mental health over the last few months?""]",kept,
gen_44_1,How have you been feeling about your mental health over the past few months?,"[""During the past month, how would you rate your sleep quality overall?"", ""During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?"", ""My family has been available to support me in the past."", ""In the past, I have not always had friends with whom I could share my joys and sorrows."", ""How have you feeling about your mental health over the last few months?""]",kept,
gen_44_2,"By the end of this post, I have found that I've lost track of my mental health over the past few months.","[""During the past month, how would you rate your sleep quality overall?"", ""During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?"", ""My family has been available to support me in the past."", ""In the past, I have not always had friends with whom I could share my joys and sorrows."", ""How have you feeling about your mental health over the last few months?""]",kept,
gen_45_0,I never know if I have a real purpose for my life.,"[""During the past month, how often has your bed partner or room mate reported loud snoring?"", ""Sometimes I don't understand what life is all about."", ""I believe there is a real purpose for my life."", ""I am not easily discouraged by failure."", ""I feel that I am making progress towards accomplishing my goals. How often have you had trouble sleeping because you have pain?""]",kept,
gen_45_1,I think there is a real purpose for my life.,"[""During the past month, how often has your bed partner or room mate reported loud snoring?"", ""Sometimes I don't understand what life is all about."", ""I believe there is a real purpose for my life."", ""I am not easily discouraged by failure."", ""I feel that I am making progress towards accomplishing my goals. How often have you had trouble sleeping because you have pain?""]",kept,
gen_45_2,How often do you have trouble sleeping in the past?,"[""During the past month, how often has your bed partner or room mate reported loud snoring?"", ""Sometimes I don't understand what life is all about."", ""I believe there is a real purpose for my life."", ""I am not easily discouraged by failure."", ""I feel that I am making progress towards accomplishing my goals. How often have you had trouble sleeping because you have pain?""]",kept,
gen_46_0,How often do you feel bad about yourself in your life?,"[""I tend to be influenced by people with strong opinions."", ""During the past month, how often have you had trouble sleeping because you have bad dreams?"", ""I am able to handle unpleasant or painful feelings like sadness, fear, and anger."", ""How lonely do you feel in your daily life?"", ""How often do you find yourself having problems sleeping or hurt yourself?""]",kept,
gen_47_0,How many minutes has you been putting in your goals?,"[""I work to attain goals."", ""During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?"", ""Life does not hold much future promise for me."", ""I am always optimistic about my future."", ""How many hours have you been putting into your goals?""]",kept,
gen_48_0,I am no longer close to anyone - I am able to live life on my own and know that I can achieve my goals.,"[""During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?"", ""During the past month, how would you rate your sleep quality overall?"", ""I am no longer close to anyone"", ""I feel completely alone"", ""I am able to live life on my own and know that I can achieve my goals.""]",kept,
gen_48_1,I feel completely alone and know that I can achieve my goals,"[""During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?"", ""During the past month, how would you rate your sleep quality overall?"", ""I am no longer close to anyone"", ""I feel completely alone"", ""I am able to live life on my own and know that I can achieve my goals.""]",kept,
gen_49_0,Do you feel good-being if you have a positive outlook on life?,"[""I feel as if nobody really understands me"", ""How often do you feel anxious?"", ""I can deal with whatever comes my way."", ""How lonely do you feel in your daily life?"", ""Do you feel well-being if you have a positive outlook on life?""]",kept,
gen_50_0,How often do you feel your focus and optimism are boosting you?,"[""In the past, I have not always had friends with whom I could share my joys and sorrows."", ""To what extent do you feel you have a sense of direction in your life?"", ""I expect to always be physically healthy."", ""During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?"", ""How often do you feel your optimism and focus are boosting you?""]",kept,
gen_50_1,How often do you have a vision that your focus is on happiness?,"[""In the past, I have not always had friends with whom I could share my joys and sorrows."", ""To what extent do you feel you have a sense of direction in your life?"", ""I expect to always be physically healthy."", ""During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?"", ""How often do you feel your optimism and focus are boosting you?""]",kept,
gen_51_0,Do you worry that you have to take care of yourself often?,"[""During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?"", ""How satisfied are you with your current physical health?"", ""It seems that my life has always had purpose."", ""I believe I can achieve my goals, even if there are obstacles."", ""During the past month, how often do you worry that you have to take care of yourself?""]",kept,
gen_51_1,How often have you been worried that you have to take care of yourself?,"[""During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?"", ""How satisfied are you with your current physical health?"", ""It seems that my life has always had purpose."", ""I believe I can achieve my goals, even if there are obstacles."", ""During the past month, how often do you worry that you have to take care of yourself?""]",kept,
gen_52_0,I am having a difficult time focusing and recognizing my feelings.,"[""During the past month, how often has your bed partner or room mate reported loud snoring?"", ""I have nobody to talk to"", ""I cannot tolerate being so alone"", ""I like challenges."", ""How do you feel you are making progress towards accomplishing your goals?""]",kept,
gen_53_0,I am able to manage the responsibilities of daily life.,"[""I am able to adapt when changes occur."", ""I make my best effort, no matter what."", ""I am good at managing the responsibilities of daily life."", ""During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?"", ""During the past month, how many hours of the day do you feel you are making progress towards accomplishing your goals?""]",kept,
gen_53_1,"During the past month, how often have you experienced depression?","[""I am able to adapt when changes occur."", ""I make my best effort, no matter what."", ""I am good at managing the responsibilities of daily life."", ""During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?"", ""During the past month, how many hours of the day do you feel you are making progress towards accomplishing your goals?""]",kept,
gen_53_2,The last time you felt you were not making progress towards accomplishing your goals were those same days!,"[""I am able to adapt when changes occur."", ""I make my best effort, no matter what."", ""I am good at managing the responsibilities of daily life."", ""During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?"", ""During the past month, how many hours of the day do you feel you are making progress towards accomplishing your goals?""]",kept,
gen_54_0,How often do you have difficulties focusing or doing things in front of others?,"[""To what extent do you feel loved?"", ""Even when hopeless, I do not give up."", ""During the past month, how often have you had trouble sleeping because you have bad dreams?"", ""I find myself waiting for people to call or write"", ""How often do you have trouble with self-disappointment and hurt yourself?""]",kept,
gen_54_1,How often do you have problems with self-disappointment and hurt yourself?,"[""To what extent do you feel loved?"", ""Even when hopeless, I do not give up."", ""During the past month, how often have you had trouble sleeping because you have bad dreams?"", ""I find myself waiting for people to call or write"", ""How often do you have trouble with self-disappointment and hurt yourself?""]",kept,
gen_55_0,How often do you feel irritated about yourself in your life?,"[""During the past month, how many hours of actual sleep did you get at night?"", ""I feel as if nobody really understands me"", ""Sometimes I wonder if my family will really be there for me when I am in need."", ""I work to attain goals."", ""How often do you feel bad about yourself in your life?""]",kept,
gen_56_0,How often do you feel depressed or depressed about yourself?,"[""I always look on the bright side of things."", ""To what extent do you feel contented?"", ""I believe I can achieve my goals, even if there are obstacles."", ""How often do you feel anxious?"", ""How often do you feel depressed and depressed about yourself?""]",kept,
gen_57_0,I feel I are in charge of my own lives.,"[""I find myself waiting for people to call or write"", ""How satisfied are you with your current physical health?"", ""During the past month, how often has your bed partner or room mate reported loud snoring?"", ""In general, I feel I am in charge of the situation in which I live."", ""I never know if I have a real purpose for my life.""]",kept,
gen_57_1,I never know if I have a purpose for my life.,"[""I find myself waiting for people to call or write"", ""How satisfied are you with your current physical health?"", ""During the past month, how often has your bed partner or room mate reported loud snoring?"", ""In general, I feel I am in charge of the situation in which I live."", ""I never know if I have a real purpose for my life.""]",kept,
gen_58_0,"I feel happy that my life is productive, interesting, and stimulating.","[""I have to act on a hunch."", ""During the past month, what time have you usually gotten up in the morning?"", ""During the past month, what time have you usually gone to bed at night?"", ""During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?"", ""I feel happy with the amount of intellectual stimulation I receive in my daily life.""]",kept,
gen_58_1,I feel happy about the amount of intellectual stimulation I receive in my daily life.,"[""I have to act on a hunch."", ""During the past month, what time have you usually gotten up in the morning?"", ""During the past month, what time have you usually gone to bed at night?"", ""During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?"", ""I feel happy with the amount of intellectual stimulation I receive in my daily life.""]",kept,
gen_59_0,How long have you been trying to meet your goals?,"[""I have confidence in my own opinions, even if they are different from the way most other people think."", ""During the past month, what time have you usually gone to bed at night?"", ""During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?"", ""I am always optimistic about my future."", ""How many minutes has you been putting in your goals?""]",kept,
gen_59_1,How many days has you been putting in your goals?,"[""I have confidence in my own opinions, even if they are different from the way most other people think."", ""During the past month, what time have you usually gone to bed at night?"", ""During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?"", ""I am always optimistic about my future."", ""How many minutes has you been putting in your goals?""]",kept,
gen_60_0,How often have you had a vision that your focus is on happiness?,"[""When I look at the story of my life, I am pleased with how things have turned out so far."", ""I am unable to reach out and communicate with those around me"", ""During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?"", ""How often do you feel angry?"", ""How often do you have a vision that your focus is on happiness?""]",kept,
gen_61_0,How are you mental and emotional healthy at this time of the year?,"[""I can deal with whatever comes my way."", ""During the past month, how would you rate your sleep quality overall?"", ""My family has been available to support me in the past."", ""During the past month, how often have you had trouble sleeping because you have bad dreams?"", ""How are you mentally and emotionally healthy at this time of the year?""]",kept,
gen_61_1,How do you feel about your health during the past month?,"[""I can deal with whatever comes my way."", ""During the past month, how would you rate your sleep quality overall?"", ""My family has been available to support me in the past."", ""During the past month, how often have you had trouble sleeping because you have bad dreams?"", ""How are you mentally and emotionally healthy at this time of the year?""]",kept,
gen_62_0,How often have you had issues with your emotions during your daily life?,"[""I am unhappy doing so many things alone"", ""During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?"", ""It is difficult for me to make friends"", ""I make unpopular or difficult decisions."", ""What do you find most challenging about your daily life?""]",kept,
gen_63_0,I feel a lot of self-worth when I feel this way.,"[""How often do you feel angry?"", ""Life does not hold much future promise for me."", ""During the past month, how often has your bed partner or room mate reported loud snoring?"", ""I believe most things happen for a reason."", ""In the past month, how much of the time did you feel you are making progress towards accomplishing your goals?""]",kept,
gen_63_1,I feel I am making progress towards accomplishing my goals.,"[""How often do you feel angry?"", ""Life does not hold much future promise for me."", ""During the past month, how often has your bed partner or room mate reported loud snoring?"", ""I believe most things happen for a reason."", ""In the past month, how much of the time did you feel you are making progress towards accomplishing your goals?""]",kept,
gen_64_0,I’ve been through a lot of depression in the last few years.,"[""Taking all things together, how happy would you say you are?"", ""It is difficult for me to make friends"", ""I tend to be influenced by people with strong opinions."", ""How often do you feel anxious?"", ""As you have described, you’re not alone. Have you experienced depression or anxiety?""]",kept,
gen_65_0,How often does you achieve the important goals you have set for yourself?,"[""My social relationships are superficial"", ""My physical health has restricted me in the past."", ""How often do you achieve the important goals you have set for yourself?"", ""During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?"", ""I have control over what goes on in my life.""]",kept,
gen_66_0,How often do you feel that you have to worry that you have to take care of yourself?,"[""My physical health is excellent."", ""Members of my family come to me for support."", ""To what extent do you feel you have a sense of direction in your life?"", ""How would you say your health is?"", ""How often do you have to worry that you have to take care of yourself?""]",kept,
gen_66_1,How often have you to worry that you have to take care of yourself?,"[""My physical health is excellent."", ""Members of my family come to me for support."", ""To what extent do you feel you have a sense of direction in your life?"", ""How would you say your health is?"", ""How often do you have to worry that you have to take care of yourself?""]",kept,
gen_66_2,How many times do you feel you have to worry that you have to take care of yourself?,"[""My physical health is excellent."", ""Members of my family come to me for support."", ""To what extent do you feel you have a sense of direction in your life?"", ""How would you say your health is?"", ""How often do you have to worry that you have to take care of yourself?""]",kept,
gen_67_0,My coping mechanisms have changed dramatically in the past few weeks.,"[""In times of stress, I know where to find help."", ""To what extent do you lead a purposeful and meaningful life?"", ""I have nobody to talk to"", ""I sometimes think I am a worthless individual."", ""I am able to manage the responsibilities of daily life.""]",kept,
gen_68_0,I feel well-being if I have a positive outlook on life.,"[""I am able to handle unpleasant or painful feelings like sadness, fear, and anger."", ""I have confidence in my own opinions, even if they are different from the way most other people think."", ""I am no longer close to anyone"", ""Some people wander aimlessly through life, but I am not one of them."", ""Do you feel well-being if you have a positive outlook on life?""]",kept,
gen_68_1,I feel good when I have a positive outlook on life.,"[""I am able to handle unpleasant or painful feelings like sadness, fear, and anger."", ""I have confidence in my own opinions, even if they are different from the way most other people think."", ""I am no longer close to anyone"", ""Some people wander aimlessly through life, but I am not one of them."", ""Do you feel well-being if you have a positive outlook on life?""]",kept,
gen_68_2,Are you happy with your life and have a positive outlook on life?,"[""I am able to handle unpleasant or painful feelings like sadness, fear, and anger."", ""I have confidence in my own opinions, even if they are different from the way most other people think."", ""I am no longer close to anyone"", ""Some people wander aimlessly through life, but I am not one of them."", ""Do you feel well-being if you have a positive outlook on life?""]",kept,
gen_69_0,I am very anxious because of the stress I experience.,"[""During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?"", ""In times of stress, I know where to find help."", ""My life has often seemed void of positive mental stimulation."", ""The demands of everyday life often get me down."", ""I feel the need to take action on my mental health.""]",kept,
gen_70_0,What do you think of yourself as when dealing with life's challenges and difficulties?,"[""The demands of everyday life often get me down."", ""During the past month, how would you rate your sleep quality overall?"", ""I think of myself as a strong person when dealing with life's challenges and difficulties."", ""During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?"", ""How often do you have trouble coping with the stress that comes my way?""]",kept,
gen_70_1,I have trouble coping with the stress that comes my way.,"[""The demands of everyday life often get me down."", ""During the past month, how would you rate your sleep quality overall?"", ""I think of myself as a strong person when dealing with life's challenges and difficulties."", ""During the past month, how often has your bed partner or room mate reported legs twitching or jerking while asleep?"", ""How often do you have trouble coping with the stress that comes my way?""]",kept,
gen_71_0,Do you feel the same way about yourself every day?,"[""I believe I can achieve my goals, even if there are obstacles."", ""Compared to others of your same age and sex, how is your health?"", ""I am always optimistic about my future."", ""How much of the time do you feel you are making progress towards accomplishing your goals?"", ""Do you feel like you've got the best of everything?""]",kept,
gen_71_1,I feel like I am always making progress towards accomplishing my goals.,"[""I believe I can achieve my goals, even if there are obstacles."", ""Compared to others of your same age and sex, how is your health?"", ""I am always optimistic about my future."", ""How much of the time do you feel you are making progress towards accomplishing your goals?"", ""Do you feel like you've got the best of everything?""]",kept,
gen_71_2,Do you feel that you have the best of everything and your life?,"[""I believe I can achieve my goals, even if there are obstacles."", ""Compared to others of your same age and sex, how is your health?"", ""I am always optimistic about my future."", ""How much of the time do you feel you are making progress towards accomplishing your goals?"", ""Do you feel like you've got the best of everything?""]",kept,
gen_72_0,I think of myself as part of my inner being.,"[""My friends will be there for me when I need help."", ""I have one close and secure relationship."", ""How often do you feel positive?"", ""I tend to be influenced by people with strong opinions."", ""You need to focus on doing the things you enjoy and feel a part of.""]",kept,
gen_73_0,Have you ever thought that you have to take care of yourself?,"[""During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?"", ""I believe there is a real purpose for my life."", ""Having to cope with stress can make me stronger."", ""Compared to others of your same age and sex, how is your health?"", ""Do you often worry that you have to take care of yourself?""]",kept,
gen_73_1,Do you worry that you have to take care of yourself?,"[""During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?"", ""I believe there is a real purpose for my life."", ""Having to cope with stress can make me stronger."", ""Compared to others of your same age and sex, how is your health?"", ""Do you often worry that you have to take care of yourself?""]",kept,
gen_74_0,I have a lot of control over my life's challenges and difficulties.,"[""During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?"", ""I can deal with whatever comes my way."", ""During the past month, how often have you had trouble sleeping because you cough or snore loudly?"", ""I think of myself as a strong person when dealing with life's challenges and difficulties."", ""I have a lot of control over what goes on in my life.""]",kept,
gen_75_0,I feel overwhelmed with the routines of my daily life.,"[""How much of the time do you feel you are making progress towards accomplishing your goals?"", ""How often do you feel angry?"", ""How satisfied are you with your personal relationships?"", ""I rarely count on good things happening to me."", ""I am overwhelmed with the routines of my daily life.""]",kept,
gen_76_0,How often do you feel you are making progress toward accomplishing your goals than you realize?,"[""Some people wander aimlessly through life, but I am not one of them."", ""During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?"", ""During the past month, how often have you had trouble sleeping because of other reasons?"", ""During the past month, how often have you had trouble sleeping because you have pain?"", ""How many more times do you feel you are making progress toward accomplishing your goals than you realize?""]",kept,
gen_76_1,How many more times did you feel that you are making progress toward accomplishing your goals than you realized?,"[""Some people wander aimlessly through life, but I am not one of them."", ""During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?"", ""During the past month, how often have you had trouble sleeping because of other reasons?"", ""During the past month, how often have you had trouble sleeping because you have pain?"", ""How many more times do you feel you are making progress toward accomplishing your goals than you realize?""]",kept,
gen_76_2,"During the past month, how often have you struggled to sleep?","[""Some people wander aimlessly through life, but I am not one of them."", ""During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?"", ""During the past month, how often have you had trouble sleeping because of other reasons?"", ""During the past month, how often have you had trouble sleeping because you have pain?"", ""How many more times do you feel you are making progress toward accomplishing your goals than you realize?""]",kept,
gen_76_3,How often have you had trouble sleeping because of other reasons?,"[""Some people wander aimlessly through life, but I am not one of them."", ""During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?"", ""During the past month, how often have you had trouble sleeping because of other reasons?"", ""During the past month, how often have you had trouble sleeping because you have pain?"", ""How many more times do you feel you are making progress toward accomplishing your goals than you realize?""]",kept,
gen_77_0,I had a good night's sleep but I had too much food.,"[""To what extent do you feel loved?"", ""I judge myself by what I think is important, not by the values of what others think is important."", ""I am no longer close to anyone"", ""During the past month, how many hours of actual sleep did you get at night?"", ""How do you feel as if you are making progress towards accomplishing your goals?""]",kept,
gen_78_0,I feel happy when I have a positive outlook on life.,"[""I am unhappy doing so many things alone"", ""My social relationships are superficial"", ""I avoid activities which require me to concentrate."", ""In general, I feel confident about my abilities."", ""I feel good when I have a positive outlook on life.""]",kept,
gen_79_0,How often are you having problems with your thoughts or behaviors?,"[""During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?"", ""My life has often seemed void of positive mental stimulation."", ""Compared to others of your same age and sex, how is your health?"", ""I am good at managing the responsibilities of daily life."", ""How can you feel emotionally and mentally healthy this time of year?""]",kept,
gen_79_1,I feel a strong emotional and mental health about this time of year.,"[""During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?"", ""My life has often seemed void of positive mental stimulation."", ""Compared to others of your same age and sex, how is your health?"", ""I am good at managing the responsibilities of daily life."", ""How can you feel emotionally and mentally healthy this time of year?""]",kept,
gen_80_0,What is it that you feel you are doing every day?,"[""During the past month, how often have you had trouble sleeping because you have bad dreams?"", ""In the past, I have generally found intellectual challenges to be vital to my overall well-being."", ""To what extent do you feel contented?"", ""During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?"", ""How do you feel you are making progress towards accomplishing your goals?""]",kept,
gen_80_1,What do you find to be a critical aspect of your wellbeing?,"[""During the past month, how often have you had trouble sleeping because you have bad dreams?"", ""In the past, I have generally found intellectual challenges to be vital to my overall well-being."", ""To what extent do you feel contented?"", ""During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?"", ""How do you feel you are making progress towards accomplishing your goals?""]",kept,
gen_80_2,How do you feel about yourself now that you’ve been through a difficult time?,"[""During the past month, how often have you had trouble sleeping because you have bad dreams?"", ""In the past, I have generally found intellectual challenges to be vital to my overall well-being."", ""To what extent do you feel contented?"", ""During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?"", ""How do you feel you are making progress towards accomplishing your goals?""]",kept,
gen_80_3,My experience of mental health issues has been my overall health for the last 10 years.,"[""During the past month, how often have you had trouble sleeping because you have bad dreams?"", ""In the past, I have generally found intellectual challenges to be vital to my overall well-being."", ""To what extent do you feel contented?"", ""During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?"", ""How do you feel you are making progress towards accomplishing your goals?""]",kept,
gen_81_0,How have you been feeling about your mental health in the past few months?,"[""I feel left out"", ""How often do you achieve the important goals you have set for yourself?"", ""I have to act on a hunch."", ""I believe there is a real purpose for my life."", ""How have you been feeling about your mental health over the past few months?""]",kept,
gen_82_0,I worry so often that I have to take care of myself.,"[""Past successes give me confidence."", ""During the past month, how often have you had trouble sleeping because you have pain?"", ""To what extent do you lead a purposeful and meaningful life?"", ""In the past, I hardly ever expected things to go my way."", ""During the past month, how often do you worry that you have to take care of yourself?""]",kept,
gen_82_1,I worry that I have to take care of myself a lot.,"[""Past successes give me confidence."", ""During the past month, how often have you had trouble sleeping because you have pain?"", ""To what extent do you lead a purposeful and meaningful life?"", ""In the past, I hardly ever expected things to go my way."", ""During the past month, how often do you worry that you have to take care of yourself?""]",kept,
gen_82_2,I rarely worry that I have to take care of myself.,"[""Past successes give me confidence."", ""During the past month, how often have you had trouble sleeping because you have pain?"", ""To what extent do you lead a purposeful and meaningful life?"", ""In the past, I hardly ever expected things to go my way."", ""During the past month, how often do you worry that you have to take care of yourself?""]",kept,
gen_83_0,How often have you been worried you're taking care of yourself?,"[""Under pressure, I stay focused and think clearly."", ""During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?"", ""During the past month, how long (in minutes) has it usually taken you to fall asleep each night?"", ""During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?"", ""How often do you feel that you have to worry that you have to take care of yourself?""]",kept,
