qid,text,answer,source
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Spiritual,Human22
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Spiritual,Human23
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Emotional,Human24
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Spiritual,Human25
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Spiritual,Human26
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Spiritual,Human27
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.3",Environmental,Human28
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human01
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human02
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human03
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human04
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human05
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human06
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human07
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human08
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human09
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human10
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human11
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human12
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human13
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Intellectual,Human14
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human15
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Occupational,Human16
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human17
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Occupational,Human18
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human19
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human20
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human21
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human22
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human23
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Emotional,Human24
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human25
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human26
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Spiritual,Human27
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.4",Environmental,Human28
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Emotional,Human01
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Emotional,Human02
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human03
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Emotional,Human04
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human05
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human06
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human07
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human08
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Occupational,Human09
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human10
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human11
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Emotional,Human12
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Emotional,Human13
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Intellectual,Human14
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Emotional,Human15
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Occupational,Human16
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Emotional,Human17
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human18
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Intellectual,Human19
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human20
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Emotional,Human21
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human22
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human23
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Emotional,Human24
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human25
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human26
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Spiritual,Human27
PWB_2,"When I look at the story of my life, I am pleased with how things have turned out so far.5",Environmental,Human28
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Emotional,Human01
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Emotional,Human02
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human03
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human04
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human05
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human06
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human07
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human08
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Occupational,Human09
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human10
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human11
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Intellectual,Human12
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Emotional,Human13
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Intellectual,Human14
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Intellectual,Human15
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Occupational,Human16
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human17
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Occupational,Human18
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Intellectual,Human19
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human20
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human21
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human22
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Occupational,Human23
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Occupational,Human24
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human25
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human26
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human27
PWB_3,"Some people wander aimlessly through life, but I am not one of them.",Spiritual,Human28
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Emotional,Human01
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Emotional,Human02
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Emotional,Human03
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human04
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human05
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human06
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human07
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human08
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Occupational,Human09
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human10
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human11
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Intellectual,Human12
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Emotional,Human13
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Intellectual,Human14
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Intellectual,Human15
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Occupational,Human16
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human17
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Environmental,Human18
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Social,Human19
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human20
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Social,Human21
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human22
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Occupational,Human23
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Occupational,Human24
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human25
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human26
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Spiritual,Human27
PWB_3,"Some people wander aimlessly through life, but I am not one of them.2",Environmental,Human28
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Emotional,Human01
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Emotional,Human02
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human03
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human04
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human05
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human06
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human07
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human08
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Occupational,Human09
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human10
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human11
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Intellectual,Human12
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Emotional,Human13
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Intellectual,Human14
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Intellectual,Human15
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Occupational,Human16
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Emotional,Human17
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Intellectual,Human18
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Intellectual,Human19
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human20
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human21
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human22
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Occupational,Human23
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Occupational,Human24
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human25
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human26
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Spiritual,Human27
PWB_3,"Some people wander aimlessly through life, but I am not one of them.3",Environmental,Human28
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Emotional,Human01
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Emotional,Human02
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human03
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human04
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human05
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human06
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human07
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Emotional,Human08
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Occupational,Human09
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human10
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human11
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Intellectual,Human12
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Emotional,Human13
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Intellectual,Human14
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Intellectual,Human15
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Occupational,Human16
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human17
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human18
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Intellectual,Human19
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human20
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human21
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human22
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Occupational,Human23
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Occupational,Human24
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human25
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human26
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Spiritual,Human27
PWB_3,"Some people wander aimlessly through life, but I am not one of them.4",Environmental,Human28
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Emotional,Human01
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Emotional,Human02
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Spiritual,Human03
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Spiritual,Human04
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Spiritual,Human05
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Spiritual,Human06
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Spiritual,Human07
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Emotional,Human08
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Occupational,Human09
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Spiritual,Human10
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Spiritual,Human11
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Intellectual,Human12
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Emotional,Human13
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Intellectual,Human14
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Intellectual,Human15
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Occupational,Human16
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Spiritual,Human17
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Emotional,Human18
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Occupational,Human19
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Spiritual,Human20
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Spiritual,Human21
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Spiritual,Human22
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Occupational,Human23
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Occupational,Human24
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Spiritual,Human25
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Spiritual,Human26
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Spiritual,Human27
PWB_3,"Some people wander aimlessly through life, but I am not one of them.5",Spiritual,Human28
PWB_4,The demands of everyday life often get me down.,Emotional,Human01
PWB_4,The demands of everyday life often get me down.,Emotional,Human02
PWB_4,The demands of everyday life often get me down.,Social,Human03
PWB_4,The demands of everyday life often get me down.,Occupational,Human04
PWB_4,The demands of everyday life often get me down.,Emotional,Human05
PWB_4,The demands of everyday life often get me down.,Emotional,Human06
PWB_4,The demands of everyday life often get me down.,Emotional,Human07
PWB_4,The demands of everyday life often get me down.,Emotional,Human08
PWB_4,The demands of everyday life often get me down.,Emotional,Human09
PWB_4,The demands of everyday life often get me down.,Emotional,Human10
PWB_4,The demands of everyday life often get me down.,Emotional,Human11
PWB_4,The demands of everyday life often get me down.,Emotional,Human12
PWB_4,The demands of everyday life often get me down.,Emotional,Human13
PWB_4,The demands of everyday life often get me down.,Emotional,Human14
PWB_4,The demands of everyday life often get me down.,Occupational,Human15
PWB_4,The demands of everyday life often get me down.,Emotional,Human16
PWB_4,The demands of everyday life often get me down.,Environmental,Human17
PWB_4,The demands of everyday life often get me down.,Emotional,Human18
PWB_4,The demands of everyday life often get me down.,Emotional,Human19
PWB_4,The demands of everyday life often get me down.,Spiritual,Human20
PWB_4,The demands of everyday life often get me down.,Intellectual,Human21
PWB_4,The demands of everyday life often get me down.,Emotional,Human22
PWB_4,The demands of everyday life often get me down.,Emotional,Human23
PWB_4,The demands of everyday life often get me down.,Emotional,Human24
PWB_4,The demands of everyday life often get me down.,Spiritual,Human25
PWB_4,The demands of everyday life often get me down.,Emotional,Human26
PWB_4,The demands of everyday life often get me down.,Emotional,Human27
PWB_4,The demands of everyday life often get me down.,Environmental,Human28
PWB_4,The demands of everyday life often get me down.2,Emotional,Human01
PWB_4,The demands of everyday life often get me down.2,Emotional,Human02
PWB_4,The demands of everyday life often get me down.2,Emotional,Human03
PWB_4,The demands of everyday life often get me down.2,Occupational,Human04
PWB_4,The demands of everyday life often get me down.2,Emotional,Human05
PWB_4,The demands of everyday life often get me down.2,Occupational,Human06
PWB_4,The demands of everyday life often get me down.2,Emotional,Human07
PWB_4,The demands of everyday life often get me down.2,Emotional,Human08
PWB_4,The demands of everyday life often get me down.2,Emotional,Human09
PWB_4,The demands of everyday life often get me down.2,Emotional,Human10
PWB_4,The demands of everyday life often get me down.2,Emotional,Human11
PWB_4,The demands of everyday life often get me down.2,Physical,Human12
PWB_4,The demands of everyday life often get me down.2,Emotional,Human13
PWB_4,The demands of everyday life often get me down.2,Emotional,Human14
PWB_4,The demands of everyday life often get me down.2,Occupational,Human15
PWB_4,The demands of everyday life often get me down.2,Environmental,Human16
PWB_4,The demands of everyday life often get me down.2,Environmental,Human17
PWB_4,The demands of everyday life often get me down.2,Environmental,Human18
PWB_4,The demands of everyday life often get me down.2,Emotional,Human19
PWB_4,The demands of everyday life often get me down.2,Spiritual,Human20
PWB_4,The demands of everyday life often get me down.2,Intellectual,Human21
PWB_4,The demands of everyday life often get me down.2,Spiritual,Human22
PWB_4,The demands of everyday life often get me down.2,Environmental,Human23
PWB_4,The demands of everyday life often get me down.2,Emotional,Human24
PWB_4,The demands of everyday life often get me down.2,Spiritual,Human25
PWB_4,The demands of everyday life often get me down.2,Emotional,Human26
PWB_4,The demands of everyday life often get me down.2,Emotional,Human27
PWB_4,The demands of everyday life often get me down.2,Environmental,Human28
PWB_4,The demands of everyday life often get me down.3,Emotional,Human01
PWB_4,The demands of everyday life often get me down.3,Emotional,Human02
PWB_4,The demands of everyday life often get me down.3,Emotional,Human03
PWB_4,The demands of everyday life often get me down.3,Occupational,Human04
PWB_4,The demands of everyday life often get me down.3,Emotional,Human05
PWB_4,The demands of everyday life often get me down.3,Emotional,Human06
PWB_4,The demands of everyday life often get me down.3,Emotional,Human07
PWB_4,The demands of everyday life often get me down.3,Emotional,Human08
PWB_4,The demands of everyday life often get me down.3,Emotional,Human09
PWB_4,The demands of everyday life often get me down.3,Emotional,Human10
PWB_4,The demands of everyday life often get me down.3,Emotional,Human11
PWB_4,The demands of everyday life often get me down.3,Emotional,Human12
PWB_4,The demands of everyday life often get me down.3,Occupational,Human13
PWB_4,The demands of everyday life often get me down.3,Emotional,Human14
PWB_4,The demands of everyday life often get me down.3,Occupational,Human15
PWB_4,The demands of everyday life often get me down.3,Emotional,Human16
PWB_4,The demands of everyday life often get me down.3,Emotional,Human17
PWB_4,The demands of everyday life often get me down.3,Environmental,Human18
PWB_4,The demands of everyday life often get me down.3,Emotional,Human19
PWB_4,The demands of everyday life often get me down.3,Spiritual,Human20
PWB_4,The demands of everyday life often get me down.3,Emotional,Human21
PWB_4,The demands of everyday life often get me down.3,Emotional,Human22
PWB_4,The demands of everyday life often get me down.3,Environmental,Human23
PWB_4,The demands of everyday life often get me down.3,Emotional,Human24
PWB_4,The demands of everyday life often get me down.3,Spiritual,Human25
PWB_4,The demands of everyday life often get me down.3,Emotional,Human26
PWB_4,The demands of everyday life often get me down.3,Emotional,Human27
PWB_4,The demands of everyday life often get me down.3,Environmental,Human28
PWB_4,The demands of everyday life often get me down.4,Emotional,Human01
PWB_4,The demands of everyday life often get me down.4,Emotional,Human02
PWB_4,The demands of everyday life often get me down.4,Social,Human03
PWB_4,The demands of everyday life often get me down.4,Occupational,Human04
PWB_4,The demands of everyday life often get me down.4,Emotional,Human05
PWB_4,The demands of everyday life often get me down.4,Emotional,Human06
PWB_4,The demands of everyday life often get me down.4,Emotional,Human07
PWB_4,The demands of everyday life often get me down.4,Spiritual,Human08
PWB_4,The demands of everyday life often get me down.4,Emotional,Human09
PWB_4,The demands of everyday life often get me down.4,Emotional,Human10
PWB_4,The demands of everyday life often get me down.4,Emotional,Human11
PWB_4,The demands of everyday life often get me down.4,Emotional,Human12
PWB_4,The demands of everyday life often get me down.4,Occupational,Human13
PWB_4,The demands of everyday life often get me down.4,Emotional,Human14
PWB_4,The demands of everyday life often get me down.4,Occupational,Human15
PWB_4,The demands of everyday life often get me down.4,Emotional,Human16
PWB_4,The demands of everyday life often get me down.4,Occupational,Human17
PWB_4,The demands of everyday life often get me down.4,Physical,Human18
PWB_4,The demands of everyday life often get me down.4,Intellectual,Human19
PWB_4,The demands of everyday life often get me down.4,Spiritual,Human20
PWB_4,The demands of everyday life often get me down.4,Intellectual,Human21
PWB_4,The demands of everyday life often get me down.4,Occupational,Human22
PWB_4,The demands of everyday life often get me down.4,Environmental,Human23
PWB_4,The demands of everyday life often get me down.4,Emotional,Human24
PWB_4,The demands of everyday life often get me down.4,Spiritual,Human25
PWB_4,The demands of everyday life often get me down.4,Emotional,Human26
PWB_4,The demands of everyday life often get me down.4,Emotional,Human27
PWB_4,The demands of everyday life often get me down.4,Environmental,Human28
PWB_4,The demands of everyday life often get me down.5,Emotional,Human01
PWB_4,The demands of everyday life often get me down.5,Emotional,Human02
PWB_4,The demands of everyday life often get me down.5,Social,Human03
PWB_4,The demands of everyday life often get me down.5,Occupational,Human04
PWB_4,The demands of everyday life often get me down.5,Emotional,Human05
PWB_4,The demands of everyday life often get me down.5,Occupational,Human06
PWB_4,The demands of everyday life often get me down.5,Emotional,Human07
PWB_4,The demands of everyday life often get me down.5,Emotional,Human08
PWB_4,The demands of everyday life often get me down.5,Occupational,Human09
PWB_4,The demands of everyday life often get me down.5,Emotional,Human10
PWB_4,The demands of everyday life often get me down.5,Emotional,Human11
PWB_4,The demands of everyday life often get me down.5,Emotional,Human12
PWB_4,The demands of everyday life often get me down.5,Occupational,Human13
PWB_4,The demands of everyday life often get me down.5,Emotional,Human14
PWB_4,The demands of everyday life often get me down.5,Occupational,Human15
PWB_4,The demands of everyday life often get me down.5,Emotional,Human16
PWB_4,The demands of everyday life often get me down.5,Environmental,Human17
PWB_4,The demands of everyday life often get me down.5,Environmental,Human18
PWB_4,The demands of everyday life often get me down.5,Occupational,Human19
PWB_4,The demands of everyday life often get me down.5,Spiritual,Human20
PWB_4,The demands of everyday life often get me down.5,Intellectual,Human21
PWB_4,The demands of everyday life often get me down.5,Emotional,Human22
PWB_4,The demands of everyday life often get me down.5,Environmental,Human23
PWB_4,The demands of everyday life often get me down.5,Emotional,Human24
PWB_4,The demands of everyday life often get me down.5,Spiritual,Human25
PWB_4,The demands of everyday life often get me down.5,Emotional,Human26
PWB_4,The demands of everyday life often get me down.5,Emotional,Human27
PWB_4,The demands of everyday life often get me down.5,Environmental,Human28
PWB_5,In many ways I feel disappointed about my achievements in life.,Emotional,Human01
PWB_5,In many ways I feel disappointed about my achievements in life.,Emotional,Human02
PWB_5,In many ways I feel disappointed about my achievements in life.,Emotional,Human03
PWB_5,In many ways I feel disappointed about my achievements in life.,Occupational,Human04
PWB_5,In many ways I feel disappointed about my achievements in life.,Spiritual,Human05
PWB_5,In many ways I feel disappointed about my achievements in life.,Occupational,Human06
PWB_5,In many ways I feel disappointed about my achievements in life.,Emotional,Human07
PWB_5,In many ways I feel disappointed about my achievements in life.,Occupational,Human08
PWB_5,In many ways I feel disappointed about my achievements in life.,Emotional,Human09
PWB_5,In many ways I feel disappointed about my achievements in life.,Occupational,Human10
PWB_5,In many ways I feel disappointed about my achievements in life.,Occupational,Human11
PWB_5,In many ways I feel disappointed about my achievements in life.,Emotional,Human12
PWB_5,In many ways I feel disappointed about my achievements in life.,Intellectual,Human13
PWB_5,In many ways I feel disappointed about my achievements in life.,Intellectual,Human14
PWB_5,In many ways I feel disappointed about my achievements in life.,Emotional,Human15
PWB_5,In many ways I feel disappointed about my achievements in life.,Occupational,Human16
PWB_5,In many ways I feel disappointed about my achievements in life.,Emotional,Human17
PWB_5,In many ways I feel disappointed about my achievements in life.,Emotional,Human18
PWB_5,In many ways I feel disappointed about my achievements in life.,Occupational,Human19
PWB_5,In many ways I feel disappointed about my achievements in life.,Occupational,Human20
PWB_5,In many ways I feel disappointed about my achievements in life.,Emotional,Human21
PWB_5,In many ways I feel disappointed about my achievements in life.,Occupational,Human22
PWB_5,In many ways I feel disappointed about my achievements in life.,Occupational,Human23
PWB_5,In many ways I feel disappointed about my achievements in life.,Occupational,Human24
PWB_5,In many ways I feel disappointed about my achievements in life.,Spiritual,Human25
PWB_5,In many ways I feel disappointed about my achievements in life.,Occupational,Human26
PWB_5,In many ways I feel disappointed about my achievements in life.,Spiritual,Human27
PWB_5,In many ways I feel disappointed about my achievements in life.,Emotional,Human28
PWB_5,In many ways I feel disappointed about my achievements in life.2,Emotional,Human01
PWB_5,In many ways I feel disappointed about my achievements in life.2,Emotional,Human02
PWB_5,In many ways I feel disappointed about my achievements in life.2,Emotional,Human03
PWB_5,In many ways I feel disappointed about my achievements in life.2,Occupational,Human04
PWB_5,In many ways I feel disappointed about my achievements in life.2,Spiritual,Human05
PWB_5,In many ways I feel disappointed about my achievements in life.2,Occupational,Human06
PWB_5,In many ways I feel disappointed about my achievements in life.2,Emotional,Human07
PWB_5,In many ways I feel disappointed about my achievements in life.2,Occupational,Human08
PWB_5,In many ways I feel disappointed about my achievements in life.2,Occupational,Human09
PWB_5,In many ways I feel disappointed about my achievements in life.2,Occupational,Human10
PWB_5,In many ways I feel disappointed about my achievements in life.2,Occupational,Human11
PWB_5,In many ways I feel disappointed about my achievements in life.2,Emotional,Human12
PWB_5,In many ways I feel disappointed about my achievements in life.2,Intellectual,Human13
PWB_5,In many ways I feel disappointed about my achievements in life.2,Intellectual,Human14
PWB_5,In many ways I feel disappointed about my achievements in life.2,Emotional,Human15
